,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,distance
15864,16178,2,2015-06-29 10:22:36,2015-06-29 10:43:45,6,-74.00433349609375,40.74784851074219,-74.00907135009764,40.70692825317384,1,18.0,0.0,0.5,3.76,0.0,22.56,4.5690405241034195
15868,16182,2,2015-06-29 08:52:03,2015-06-29 09:04:55,5,-73.9549789428711,40.779911041259766,-73.97457885742188,40.7620506286621,1,10.0,0.0,0.5,3.0,0.0,13.8,2.583130594943794
15908,16222,2,2015-06-29 12:41:44,2015-06-29 12:54:18,6,-73.9720230102539,40.75762176513672,-73.97676849365233,40.76290130615234,1,9.0,0.0,0.5,1.96,0.0,11.76,0.7104241348337372
15912,16226,1,2015-06-29 17:34:51,2015-06-29 18:15:30,1,-73.98226928710938,40.74591445922852,-73.97366333007811,40.78962707519531,2,25.5,1.0,0.5,0.0,0.0,27.3,4.9158991970346495
15917,16231,2,2015-06-29 08:16:23,2015-06-29 08:29:08,1,-73.97683715820312,40.78009033203125,-73.95946502685547,40.76344299316406,1,10.5,0.0,0.5,2.26,0.0,13.56,2.360117090244047
15932,16246,2,2015-06-29 04:50:22,2015-06-29 04:53:27,1,-74.0002670288086,40.746089935302734,-73.99053955078125,40.75739669799805,2,5.5,0.5,0.5,0.0,0.0,6.8,1.5011705178828518
15950,16264,1,2015-06-29 23:35:28,2015-06-29 23:39:07,1,-73.95658874511719,40.78669738769531,-73.95946502685547,40.774322509765625,1,5.5,0.5,0.5,1.35,0.0,8.15,1.397611410723071
15983,16298,2,2015-06-29 18:24:16,2015-06-29 18:33:10,1,-73.95985412597656,40.77942657470703,-73.95938873291014,40.77438354492188,1,7.5,1.0,0.5,1.86,0.0,11.16,0.5623034009742018
15999,16314,2,2015-06-29 09:57:24,2015-06-29 10:33:36,1,-73.9762191772461,40.76552963256836,-73.79163360595702,40.64474868774414,1,52.0,0.0,0.5,11.67,5.54,70.01,20.560488679610334
16018,16333,2,2015-06-29 11:13:51,2015-06-29 11:34:04,1,-73.97496795654298,40.76131820678711,-73.98726654052734,40.72531127929688,2,15.0,0.0,0.5,0.0,0.0,15.8,4.13697578664403
16066,16381,2,2015-06-29 22:49:07,2015-06-29 23:01:52,1,-73.97887420654298,40.764286041259766,-74.0039520263672,40.7363166809082,1,11.5,0.5,0.5,1.5,0.0,14.3,3.760833136458611
16085,16400,1,2015-06-29 19:19:31,2015-06-29 19:29:28,1,-74.00000762939453,40.75376892089844,-73.98796844482422,40.74061965942384,2,8.5,1.0,0.5,0.0,0.0,10.3,1.7800004648577497
16137,16453,2,2015-06-29 10:02:56,2015-06-29 10:22:51,1,-73.99383544921875,40.73291015625,-73.96353149414062,40.77156066894531,1,16.0,0.0,0.5,3.36,0.0,20.16,5.000223748815078
16151,16467,2,2015-06-29 04:23:30,2015-06-29 04:40:53,6,-73.9827880859375,40.76304626464844,-73.95963287353516,40.71897888183594,2,19.0,0.5,0.5,0.0,0.0,20.3,5.275771013096663
16152,16468,2,2015-06-29 14:43:04,2015-06-29 15:06:08,1,-73.9635238647461,40.75773620605469,-73.96891021728516,40.80181884765625,1,18.0,0.0,0.5,4.7,0.0,23.5,4.92424779615623
16247,16566,1,2015-06-29 23:46:36,2015-06-29 23:56:51,1,-73.87293243408203,40.77409362792969,-73.94672393798828,40.78496551513672,1,21.0,0.5,0.5,3.0,5.54,30.84,6.331742835457354
16249,16568,1,2015-06-29 23:12:25,2015-06-29 23:12:50,1,-73.98652648925781,40.75620269775391,-73.98651123046875,40.756301879882805,4,2.5,0.5,0.5,0.0,0.0,3.8,0.011106671835133308
16283,16602,2,2015-06-29 18:52:40,2015-06-29 19:12:26,2,-73.96147155761719,40.79620742797852,-73.99103546142578,40.753936767578125,1,16.0,1.0,0.5,3.56,0.0,21.36,5.3205045104364945
16317,16636,2,2015-06-29 17:46:50,2015-06-29 17:49:17,5,-73.94689178466798,40.77643585205078,-73.95181274414062,40.772098541259766,2,4.0,1.0,0.5,0.0,0.0,5.8,0.6360528623941031
16361,16680,2,2015-06-29 09:10:29,2015-06-29 09:23:46,1,-73.96358489990233,40.7660026550293,-73.978759765625,40.75558090209961,1,9.5,0.0,0.5,2.06,0.0,12.36,1.7257724620188966
16369,16688,1,2015-06-29 22:57:14,2015-06-29 22:59:28,1,-73.98523712158203,40.73190307617188,-73.9871826171875,40.72541427612305,2,4.0,0.5,0.5,0.0,0.0,5.3,0.740143425787916
16436,16756,2,2015-06-29 19:18:58,2015-06-29 19:22:41,2,-73.9833755493164,40.7617073059082,-73.9765396118164,40.75870513916016,1,4.5,1.0,0.5,1.89,0.0,8.19,0.6657397102747391
16472,16793,1,2015-06-29 01:21:41,2015-06-29 01:35:35,1,-74.00450897216798,40.73777389526367,-73.98461151123048,40.720211029052734,1,11.0,0.5,0.5,2.45,0.0,14.75,2.5747047578316518
16624,16950,1,2015-06-29 23:12:54,2015-06-29 23:13:16,1,-73.9521484375,40.7812957763672,-73.95167541503906,40.78200912475586,2,2.5,0.5,0.5,0.0,0.0,3.8,0.08878586458384015
16711,17040,1,2015-06-29 00:21:04,2015-06-29 00:25:18,1,-73.9886703491211,40.76930618286133,-74.00440216064453,40.75242614746094,2,6.5,0.5,0.5,0.0,0.0,7.8,2.2982484168660156
16790,17120,1,2015-06-29 16:01:58,2015-06-29 16:14:58,3,-73.9662094116211,40.76229095458984,-73.98236083984375,40.76247787475586,1,9.5,1.0,0.5,3.35,0.0,14.65,1.3608864693378517
16798,17128,1,2015-06-29 22:53:09,2015-06-29 23:08:47,1,-74.01483154296875,40.71438980102539,-73.9974136352539,40.740081787109375,1,14.0,0.5,0.5,2.3,0.0,17.6,3.2128108562171844
16802,17133,2,2015-06-29 14:34:58,2015-06-29 14:57:52,1,-73.99345397949219,40.73845291137695,-73.99409484863281,40.76891326904297,2,16.0,0.0,0.5,0.0,0.0,16.8,3.38853079114593
16806,17137,2,2015-06-29 20:31:27,2015-06-29 21:02:26,1,-73.78191375732422,40.64471054077149,-73.97467803955078,40.75690841674805,1,52.0,0.0,0.5,14.58,5.54,72.92,20.493193567291065
16812,17143,1,2015-06-29 09:42:16,2015-06-29 09:48:32,1,-73.97410583496092,40.751461029052734,-73.96994018554686,40.75724792480469,2,5.5,0.0,0.5,0.0,0.0,6.3,0.7331524170268892
16855,17186,1,2015-06-29 20:26:06,2015-06-29 20:44:18,1,-74.00236511230467,40.73966598510742,-73.96104431152342,40.76071166992188,2,15.0,0.5,0.5,0.0,0.0,16.3,4.195599110136576
16860,17191,2,2015-06-29 15:37:46,2015-06-29 15:48:16,1,-73.97216796875,40.78219604492188,-73.98384094238281,40.759765625,2,9.0,0.0,0.5,0.0,0.0,9.8,2.681708769391931
16882,17213,2,2015-06-29 08:09:27,2015-06-29 08:18:10,1,-73.98039245605469,40.75002670288086,-73.99422454833984,40.75105667114258,2,7.5,0.0,0.5,0.0,0.0,8.3,1.171152341103802
16883,17214,1,2015-06-29 18:37:16,2015-06-29 18:59:40,1,-73.9914321899414,40.75032806396485,-73.95259094238281,40.779983520507805,1,16.5,1.0,0.5,2.0,0.0,20.3,4.646250498595701
16916,17247,2,2015-06-29 07:48:12,2015-06-29 07:50:11,5,-73.98126220703125,40.753150939941406,-73.9847183227539,40.74833297729492,2,3.5,0.0,0.5,0.0,0.0,4.3,0.6099184347127973
16925,17256,1,2015-06-29 05:20:13,2015-06-29 05:29:12,1,-73.9227066040039,40.74383544921875,-73.974609375,40.75983428955078,2,11.0,0.5,0.5,0.0,0.0,12.3,4.7215957412509955
16937,17268,2,2015-06-29 22:58:28,2015-06-29 23:04:30,3,-73.96440124511719,40.80754089355469,-73.95600891113281,40.80646133422852,2,6.0,0.5,0.5,0.0,0.0,7.3,0.7166946148414526
16956,17288,1,2015-06-29 05:48:17,2015-06-29 05:52:16,1,-73.9901123046875,40.7620964050293,-73.99120330810547,40.75035095214844,1,5.5,0.5,0.5,1.36,0.0,8.16,1.3096747143681768
16971,17303,2,2015-06-29 06:30:03,2015-06-29 06:42:56,5,-74.00119018554686,40.6572723388672,-73.97855377197266,40.689617156982415,1,11.5,0.0,0.5,0.0,0.0,12.3,4.073103966616938
16978,17310,2,2015-06-29 23:01:09,2015-06-29 23:10:49,1,-73.99220275878906,40.72528839111328,-74.00818634033203,40.705196380615234,1,8.5,0.5,0.5,1.96,0.0,11.76,2.609662342137577
16981,17313,1,2015-06-29 21:51:48,2015-06-29 21:57:23,1,-74.00230407714845,40.72948455810546,-73.9894790649414,40.745769500732415,1,6.5,0.5,0.5,1.55,0.0,9.35,2.109355433116475
16983,17315,1,2015-06-29 13:36:06,2015-06-29 13:46:28,1,-74.00709533691406,40.70382690429688,-73.99142456054686,40.70255279541016,1,9.5,0.0,0.5,2.55,0.0,12.85,1.3289865478926197
17017,17349,2,2015-06-29 20:22:34,2015-06-29 20:27:43,1,-73.99737548828125,40.740753173828125,-73.98699188232422,40.73635482788086,2,5.5,0.5,0.5,0.0,0.0,6.8,1.0025796930625865
17069,17404,2,2015-06-29 22:15:52,2015-06-29 22:23:42,1,-73.98309326171875,40.7418098449707,-73.98793029785155,40.749317169189446,2,7.0,0.5,0.5,0.0,0.0,8.3,0.9292139885048444
17110,17445,1,2015-06-29 00:33:08,2015-06-29 00:42:03,1,-73.98203277587889,40.73668670654297,-73.95066833496092,40.77497100830078,1,11.5,0.5,0.5,1.3,0.0,14.1,5.011709350082441
17160,17496,1,2015-06-29 03:09:35,2015-06-29 03:14:19,1,-73.95582580566406,40.77629852294922,-73.9402084350586,40.797645568847656,2,7.0,0.5,0.5,0.0,0.0,8.3,2.714366550225279
17177,17514,2,2015-06-29 14:45:25,2015-06-29 14:50:38,6,-73.99853515625,40.740264892578125,-73.99840545654298,40.73464584350586,1,5.0,0.0,0.5,1.16,0.0,6.96,0.6251014733809309
17192,17529,2,2015-06-29 13:14:03,2015-06-29 13:29:35,1,-73.98294830322266,40.747596740722656,-74.00391387939453,40.74306869506836,1,11.0,0.0,0.5,2.36,0.0,14.16,1.8371502326589588
17248,17586,2,2015-06-29 11:24:29,2015-06-29 11:35:52,1,-73.97480010986328,40.79059982299805,-73.95256042480467,40.783329010009766,2,9.0,0.0,0.5,0.0,0.0,9.8,2.040103204118481
17273,17612,2,2015-06-29 21:43:09,2015-06-29 21:48:25,2,-73.9774169921875,40.75464630126953,-73.97547912597656,40.762657165527344,1,5.5,0.5,0.5,1.36,0.0,8.16,0.9058820409254249
17317,17656,1,2015-06-29 21:52:32,2015-06-29 22:03:58,1,-73.98251342773438,40.75011444091797,-73.98204040527344,40.773921966552734,2,10.0,0.5,0.5,0.0,0.0,11.3,2.6484069522780125
17340,17679,2,2015-06-29 12:40:17,2015-06-29 13:03:54,1,-73.98885345458984,40.7456283569336,-73.991943359375,40.7164306640625,2,15.5,0.0,0.5,0.0,0.0,16.3,3.258080656120881
17394,17735,1,2015-06-29 14:25:51,2015-06-29 15:25:08,3,-73.77693939208984,40.64501190185546,-73.97942352294923,40.78694534301758,1,52.0,0.0,0.5,14.58,5.54,72.92,23.25185624557804
17437,17778,1,2015-06-29 00:24:08,2015-06-29 00:47:44,1,-73.9908905029297,40.714542388916016,-74.00139617919923,40.611907958984375,1,31.5,0.5,0.5,6.56,0.0,39.36,11.4503714080708
17491,17832,2,2015-06-29 21:05:38,2015-06-29 21:08:04,4,-73.94828033447266,40.78272247314453,-73.95304107666014,40.785747528076165,1,4.0,0.5,0.5,1.06,0.0,6.36,0.5234296909149669
17535,17879,1,2015-06-29 21:16:01,2015-06-29 21:25:44,1,-74.00785064697266,40.74021911621094,-74.01005554199219,40.71150207519531,1,10.0,0.5,0.5,1.5,0.0,12.8,3.199594437626994
17578,17925,2,2015-06-29 08:42:58,2015-06-29 08:57:49,3,-73.98739624023438,40.69633102416992,-74.00691223144531,40.72692108154297,1,12.5,0.0,0.5,2.66,0.0,15.96,3.779505912095999
